,Titel,Artikel,Datum
7035,Transport Online - Dode en zwaargewonde door ongeval vrachtwagens,"Dode en zwaargewonde door ongeval vrachtwagens DUIVEN (ANP)  Een vrachtwagenchauffeur is woensdagmiddag om het leven gekomen door een ongeval op de A12 bij Duiven. De snelweg Arnhem richting Oberhausen is bij de afslag Duiven afgesloten. De politie heeft een omleiding ingesteld, aldus een woordvoerder van het Korps landelijke politiediensten. 


Bij het ongeluk waren drie vrachtwagens betrokken. Een van de trucks remde rond half vijf plotseling af voor een file, waarna de andere twee vrachtautos achterop de voorganger botsten. Eén chauffeur raakte zwaargewond, de derde lichtgewond. 


Een van de vrachtautos kantelde, waardoor de lading op de weg terechtkwam. De politie verwacht dat de bergingswerkzaamheden nog de hele avond gaan duren. Ook moet het wegdek gerepareerd worden, want dat raakte door het ongeval beschadigd.",10/04/2019
7036,Transport Online - Chauffeur bekneld in vrachtwagen,"Chauffeur bekneld in vrachtwagen BENNEKOM - Op Dr. Willem Dreeslaan in Bennekom zijn twee vrachtwagens op elkaar gebotst. Eén van de chauffeurs zit bekneld in zijn voertuig. Een traumahelikopter en de brandweer zijn ter plaatse. 


De chauffeur van de andere vrachtwagen is in shock geraakt, meldt de politie. 


Van één van de vrachtwagens is een container met oud ijzer gevallen. De weg is daardoor geblokkeerd; het verkeer wordt omgeleid.",10/04/2019
7037,Transport Online - Inspectie onderzoekt aanrijding trein en vrachtwagen,"Inspectie onderzoekt aanrijding trein en vrachtwagen Op 30 juni 2008 vond er te Boxtel een   tussen een lege reizigerstrein en een vrachtwagencombinatie plaats. De Inspectie Verkeer en Waterstaat stelt hier een onderzoek naar in. 


Door de aanrijding slaat de oplegger van de vrachtwagen tegen een voor de overweg wachtende personenauto en scooter aan. Vervolgens vernielt de oplegger de AHOB(automatische halve overgangsbomen)-installatie. De twee inzittenden van de auto raken lichtgewond en de scooterrijder zwaargewond. De materiële schade is groot. 


De inspectie heeft ter plaatse onderzoek verricht. Bij het vervolgonderzoek zal onder meer gekeken worden naar de overweg en zijn historie op het gebied van incidenten.",10/04/2019
7038,Transport Online - Moeder en kind komen om bij ongeval in Oostende[update],"OOSTENDE - Bij een verkeersongeval op het kruispunt van de Elisabethlaan en de Torhoutsesteenweg in het Belgische Oostende, is vanochtend kort voor 9 uur een driejarig kind om het leven gekomen.  


Het kind zat bij een vrouw achterop de fiets. De vrouw wilde op het kruispunt rechtdoor rijden, terwijl een vrachtwagen die er naast reed, naar rechts ging. Het kind is overleden, de vrouw is in kritieke toestand overgebracht naar het ziekenhuis en daar later aan haar verwondingen overleden. Het parket van Brugge heeft een deskundige aangesteld.",10/04/2019
7039,Transport Online - Vrachtwagen met pech op A27,"Vrachtwagen met pech op A27 Een vrachtwagen met pech zorgde woensdagochtend op de A27, Gorinchem - Breda, voor een forse vertraging meldt de Verkeersinformatiedienst(VID). 


Tussen het knooppunt Hooipolder en Oosterhout stond lange tijd een vrachtwagen met twee lekke banden. Omdat de vrachtwagen niet weggesleept kon worden is daar tot 9:00 uur de rechterrijstrook afgesloten geweest.  


Doorgaand verkeer richting Breda en Antwerpen kon vanaf het knooppunt Gorinchem omrijden via de A15, A16 en A58 richting Rotterdam.",10/04/2019
7040,Transport Online - Volvo Trucks levert bijdrage aan verhoging verkeersveiligheid,"Volvo Trucks levert bijdrage aan verhoging verkeersveiligheid Volgens recente studies van het toonaangevende Amerikaanse verkeersonderzoeksinstituut Virginia Tech Transportation Institute, VTTI, worden meer dan 8 van de 10 verkeersongelukken veroorzaakt doordat de chauffeur vlak voor het ongeval de concentratie verloor. Elk jaar vinden ruim 40.000 mensen de dood bij verkeersongevallen in Europa. Dit maakt het verbeteren van de rijveiligheid van essentieel belang. Volvo Trucks heeft verschillende, geavanceerde ondersteuningssystemen ontwikkeld die de chauffeur helpen de situatie beter onder controle te houden. Bovendien zorgen de nieuwe trainingen van Volvo ervoor dat chauffeurs beter werken, veiliger en minder gestrest rijden, waardoor het risico op ongevallen vermindert. 


""We hebben ons altijd gericht op de hoogst mogelijke veiligheid en zijn op dit gebied al ver gevorderd,"" zegt Lars-Göran Löwenadler, Safety Director bij Volvo Trucks. ""Nu richten we ons op het voorkomen van ongevallen. De strategie van Volvo is om het rijden voor chauffeurs te vereenvoudigen, niet om hun verantwoordelijkheid voor het rijden over te nemen."" Vermoeidheid voorkomen 


Onafhankelijk onderzoek geeft aan dat 10-20 procent van alle ongevallen waarbij één voertuig is betrokken, wordt veroorzaakt door vermoeidheid van de chauffeur. In reactie hierop ontwikkelde Volvo als eerste vrachtwagenfabrikant in Europa Driver Alert Support, een systeem dat gebruik maakt van een camera om de bewegingen van het voertuig in relatie tot de wegmarkeringen in de gaten te houden. Indien het rijpatroon als onregelmatig wordt gezien, krijgt de chauffeur een waarschuwing in de vorm van een geluidssignaal en een tekstbericht. Indien het onregelmatige patroon voortduurt, wordt de chauffeur geadviseerd te stoppen. 


Een andere veelvuldige oorzaak van ongevallen met vrachtwagens is verminderd zicht. Dode hoeken, bochten, duister en slecht zicht verminderen de controle van de chauffeur. 


""Daarom is er in bepaalde situaties een extra oog nodig, bijvoorbeeld bij het wisselen van rijstrook,"" verklaart Willem-Jan Majoor, Driver Trainer bij Volvo Truck Nederland. 


Volvos nieuwe Lane Changing Support levert dit extra oog. Een radarsensor helpt de chauffeur om andere voertuigen in de dode hoek aan de passagierszijde te detecteren. De chauffeur wordt gewaarschuwd door een lichtsignaal en een luider geluid van de richtingaanwijzer. 


""Het nemen van bochten in het donker is ook een riskante manoeuvre, omdat wegranden gewoonlijk slecht zijn verlicht,"" aldus Lars-Göran Löwenadler. ""Ter verbetering van de veiligheid in deze situaties introduceren we Bochtverlichting dat de berm verlicht. Deze verlichting wordt automatisch geactiveerd bij het inschakelen van de richtingaanwijzers aan weerszijden van het voertuig bij snelheden lager dan 30 km/u."" 


Voor het verbeteren van de rijveiligheid in slecht weer biedt Volvo nu een regensensor als optie voor FH- en FM-vrachtwagens. De sensor meet de intensiteit van de regen en past automatisch de snelheid van de ruitenwissers hierop aan. Voorkomen van kantelen trailers 


Het ESP-stabiliteitssysteem (Electronic Stability Program) van Volvo heeft al meerdere malen een beslissende rol gespeeld in rijsituaties waarbij de chauffeur de controle over het voertuig dreigde te verliezen. Tot nu toe was het systeem alleen beschikbaar voor trekkers. Nu introduceert Volvo als eerste vrachtwagenfabrikant in Europa ESP voor 6x2 bakwagens met aanhanger. Door wielen van de combinatie in bepaalde situaties te remmen, stabiliseert ESP de hele combinatie, en worden ongevallen als kantelen of scharen voorkomen. ESP wordt ook beschikbaar voor LZV's. Dit betekent dat het systeem compatibel wordt met combinaties in het Europese modulaire systeem. 


Het nieuwe ESP-systeem is vooral gunstig voor vervoer van gevaarlijke stoffen, een segment met strenge veiligheidsbepalingen. Volvo-training voor grotere verkeersveiligheid 


In 2009 introduceert de EU een nieuwe wet die eist dat vrachtwagenchauffeurs worden getraind in onder andere veiligheid. Volvo biedt nu al veiligheidstrainingen die voldoen aan deze eisen. 


""Elk jaar vinden ruim 40.000 mensen de dood bij verkeersongevallen in Europa. Dit maakt veiligheidstraining van essentieel belang. Onze training zorgt dat chauffeurs beter werken, veiliger en minder gestrest rijden, waardoor het risico op ongevallen vermindert,"" besluit Willem-Jan Majoor.",10/04/2019
7041,Transport Online - Beknelling na botsing met truck op de N65[+foto],"Beknelling na botsing met truck op de N65 BERKELENSCHOT - Bij een botsing tussen een vrachtwagen en een personenauto op de N65 zijn dinsdag twee inzittenden bekneld geraakt. 


Het ongeval vond even voor zes uur plaats, ter hoogte van Berkel-Enschot. Politie en brandweer zijn bezig om de slachtoffers uit hun benarde positie te bevrijden. ",10/04/2019
7042,Transport Online - Automobiliste gewond na aanrijding met vrachtwagen,"Automobiliste gewond na aanrijding met vrachtwagen GRAFHORST - Op de Grafhorsterweg is maandagmiddag 30 juni een 34-jarige automobiliste uit Kampen gewond geraakt na een aanrijding met een vrachtwagen.  


De vrouw kwam met haar auto uit de richting Genemuiden. Voor haar reed een tractor met een langzame snelheid. Toen zij deze tractor wilde inhalen, kwam uit tegengestelde richting een 60-jarige vrachtwagenbestuurder uit Elburg aanrijden. De vrouw had hem over het hoofd gezien. Zij probeerde nog uit te wijken naar links, maar raakte met de rechtervoorkant de vrachtwagen en schoof met haar auto de dijk af. ",10/04/2019
7043,Transport Online - Nederlandse trucker overleden bij ongeval in België,"Nederlandse trucker overleden bij ongeval in België Een Nederlandse vrachtwagenchauffeur is door een zwaar verkeersongeval op de snelweg richting het Belgische Hasselt om het leven gekomen. Dat meldde de Belgische politie dinsdag.  


De 47-jarige man reed met zijn truck in op een personenwagen in de staart van de file. Hij raakte bekneld in zijn voertuig en bezweek aan zijn verwondingen. De chauffeur vervoerde gevaarlijke producten, maar er lekte niets op de rijbaan.  


De snelweg was meer dan vijf uur gedeeltelijk versperd en zorgde voor lange files. ",10/04/2019
7044,Transport Online - Lange file op A12 door ongeval,"Lange file op A12 door ongeval BODEGRAVEN -  Op de A12 van Utrecht naar Den Haag heeft dinsdagochtend een file van 18 kilometer gestaan. De oorzaak was een ongeval waarbij twee vrachtwagens en een bestelbusje waren betrokken, ter hoogte van Bodegraven. Dat meldde de VerkeersInformatieDienst (VID). 


Rond acht uur was de weg weer vrij, waarna de file snel in lengte afnam.",10/04/2019
7045,Transport Online - A1 uren afgesloten na gekantelde vrachtwagen,"A1 uren afgesloten na gekantelde vrachtwagen OLDENZAAL - Doordat een vrachtauto maandagmorgen op de oprit van de A1 bij Oldenzaal kantelde, is deze oprit voor alle verkeer urenlang afgesloten geweest.  


Maandagmorgen 30 juni werd om ongeveer 11.00 uur gemeld dat op de oprit nr. 32 van de A1 bij Oldenzaal een vrachtwagen was gekanteld. Het betrof de oprit voor het verkeer in de richting Duitsland. Bij komst van de hulpverleningsdiensten stond de chauffeur, een 34-jarige man uit het Duitse Dörpen buiten zijn voertuig, een tankwagen. Hij is met onbekend letsel overgebracht naar het ziekenhuis.  


In de tankwagen zat kippenvet, wat, voordat de vrachtwagen weer op de wielen kon worden gezet, er eerst uitgepompt moest worden. De eigenaar van de vrachtwagen, een bedrijf uit Meppen in Duitsland, heeft een tweede tankauto gestuurd en daarin is de inhoud overgepompt.  

 


Hierna kon worden overgegaan tot het weer recht takelen en afslepen van de tankauto. Tot hoe lang dit nog heeft geduurd, was bij het ter perse gaan van dit bericht nog niet bekend. Het vermoeden is dat de oprit nog tot zeker een uur of vijf maandagmiddag afgesloten zal zijn.  


Ook is nog niet duidelijk wat de oorzaak van het kantelen is geweest. De Afdeling Verkeersongevallen Analyse van de politie Twente doet een onderzoek hierna.",10/04/2019
7046,Transport Online - Goederentrein botst op vrachtwagen[+foto's],"Goederentrein botst op vrachtwagen BOXTEL - Bij een ongeval met een trein en een vrachtwagen met oplegger, zijn maandagmiddag op de spoorwegovergang aan de Tongersestraat drie mensen gewond geraakt.  


De chauffeur (29, Goirle) van de vrachtwagen stak de overgang over, waarna hij linksaf zijn weg over de Van Salmstraat wilde vervolgen. Vanuit tegengestelde richting stonden de bestuurder van een personenauto en de bestuurder van een bromscooter (30, Schijndel) stil om de combinatie te laten passeren. Omdat de ruimte voor de vrachtwagen te krap was, moest hij noodgewdongen zijn wagen tot stilstand brengen. De achterste punt van zijn aanhanger stak kennelijk nog boven het spoor uit. Op dat moment gingen de slagbomen omlaag en kort daarna passeerde een trein. De aanhanger werd geraakt waardoor deze werd weggeslingerd.  

 


Daarbij raakte deze zowel de personenauto, als de bromscooter. De twee inzittenden van de auto raakten lichtgewond en werden ter controle naar het ziekenhuis vervoerd. De bestuurder van de scooter liep in elk geval een open beenbreuk op. Ook hij is met een ambulance naar een ziekenhuis afgevoerd. De vrachtwagenchauffeur en de machinist kwamen met de schrik vrij. De trauma-helicopter is ter assistentie op de ongevalsplaats geweest. 


Als gevolg van het ongeval is het baanvak Boxtel - Oisterwijk enkele uren afgesloten. Pas in de loop van de avond kan het treinverkeer worden hervat. In de betreffende trein zaten geen passagiers. De trein was leeg. 


De verkeersongevallendienst van de politie, de spoorwegpolitie en pro-rail stellen een onderzoek in naar de precieze toedracht. 


De locomotief van de trein raakte dusdanig beschadigd dat deze moet worden vervangen voordat de trein weg kan. De personenauto en de scooter raakten total-loss. De aanhanger van de trekker was hoofdzakelijk aan de achterzijde beschadigd.",10/04/2019
7047,Transport Online - Ongeval met twee vrachtwagens op N65[+foto],"Ongeval met twee vrachtwagens op N65 HELVOIRT - Een 40-jarige vrachtwagenchauffeur uit Budel is maandagochtend gewond geraakt nadat hij met zijn vrachtwagen op de achterzijde van een andere vrachtwagen was gereden.  


De chauffeur reed over de N65 richting Tilburg en kon voor het verkeerslicht bij Helvoirt zijn wagen niet tijdig tot stilstand brengen. De man zat bekneld in zijn wagen en moest door de brandweer worden bevrijdt. Personeel van de trauma helikopter verleende bijstand. Het slachtoffer werd afgevoerd door een ambulance.  


Door de aanrijding was het wegvak Cromvoirt-Helvoirt in de richting Tilburg langere tijd geheel afgesloten in verband met het onderzoek en werkzaamheden ter plaatse. Dit leidde tot een lange file vanuit 's-Hertogenbosch. Rond het middaguur was de weg weer vrij.",10/04/2019
7048,Transport Online - Buschauffeur klem tussen twee bussen,"Buschauffeur klem tussen twee bussen NIJMEGEN -  Een 40-jarige buschauffeur uit Nijmegen is gistermiddag ernstig gewond geraakt nadat hij klem kwam te zitten tussen twee bussen. 


De chauffeur verliet zin eigen bus, die hij achter een andere geparkeerde bus plaatste. Toen hij tussen de bussen doorliep kwam zijn eigen bus in beweging en zo kwam hij tussen de twee bussen klem te zitten. 


De man is zwaar gewond afgevoerd naar het Radboudziekenhuis. 


Politieonderzoek heeft uitgewezen dat de chauffeur zijn bus vergeten was op de handrem te zetten.",10/04/2019
7049,Transport Online - Voetganger aangereden,"Voetganger aangereden AMSTERDAM - Een 75-jarige Amsterdammer is dondernacht 27 juni rond kwart voor drie, ernstig gewond geraakt na een aanrijding met een vrachtauto op de Jan van Galenstraat.  


De voetganger stak onverwachts over tussen twee rijdende vrachtwagens. Het slachtoffer is met onbekend letsel naar een ziekenhuis gebracht. Daar bleken de verwondingen van de man, die aanvankelijk mee vielen, veel ernstiger. Zijn toestand is stabiel, maar hij is niet bij kennis. De bestuurder is voor verhoor overgebracht naar een politiebureau. Wat de wandelaar deed op straat is niet duidelijk, mogelijk was hij wat in de war. ",10/04/2019
