Titel,Artikel,Datum,,
Vlaardingen: Man overlijdt na botsing tegen flat,"Vlaardingen: Man overlijdt na botsing tegen flat 
	  Bij een ongeval met een auto is dinsdagmiddag een 24-jarige man uit Schiedam om het leven gekomen. Het trieste ongeval gebeurde op de Sperwerlaan in Vlaardingen toen de bestuurder, een 25-jarige man uit Vlaardingen, door een nog onbekende oorzaak de macht over het stuur verloor en tegen de flat tot stilstand kwam.  De brandweer en personeel van het Mobiel Medisch Team verleende assistentie bij het ongeval. Beide inzittenden werden met spoed overgebracht naar een ziekenhuis, waar de bijrijder bezweek aan zijn verwondingen.  De politie heeft een onderzoek ingesteld naar de exacte oorzaak van het ongeval.		",2009-02-03,,
Fietser dood onder trein,Fietser dood onder trein tegen middernacht in zijn woonplaats om het leven gekomen onder een  trein. De man fietste volgens de politie op de weghelft voor het  tegemoetkomende verkeer de met spoorbomen en knipperlichten  beveiligde spoorwegovergang in de Soestdijkseweg Zuid op. Daar werd  hij gegrepen door de sneltrein van Utrecht naar Amersfoort. De man ,2003-05-12,,
Taarlo: Stoffelijk overschot van Jansje Takens gevonden,"Taarlo: Stoffelijk overschot van Jansje Takens gevonden 
	  Zondagmiddag is de auto van Jansje Takens teruggevonden in het kanaal langs de Kanaalweg Oost in het Drentse Taarlo. In het voertuig lag ook het stoffelijk overschot van de vrouw. Nadat een voorbijganger sporen van een aanrijding met een boom en restanten van een auto had opgemerkt, zijn de hulpdiensten gewaarschuwd. Na een zoekactie troffen duikers in het water van het Noord-Willemskanaal de auto aan, met daarin een stoffelijk overschot. Het lichaam is door duikers van de brandweer geborgen en voor onderzoek en ter identificatie overgebracht naar het ziekenhuis. Daar kon de identiteit definitief worden vastgesteld. Het lichaam is daarop vrijgegeven en ter beschikking gesteld van de familie. Vermoedelijk is de auto eerst tegen een boom gebotst en daarna in het water terechtgekomen. Aan het eind van de middag liet de Drentse politie weten dat het lichaam wat in de auto lag daadwerkelijk van de vermiste vrouw was. RTV Noord schreef: Lichaam in auto is van vermiste vrouw  Het lichaam dat zondagmiddag in een auto in het kanaal bij het Drentse Taarlo werd gevonden, is van de vermiste Jansje Takens. De 54-jarige vrouw uit Assen werd anderhalve week geleden voor het laatst gezien. Een voorbijganger ontdekte zondag sporen van een aanrijding langs het Noord-Willemskanaal en waarschuwde de politie. Vermoedelijk is de vrouw tegen een boom gereden, waarna de auto in het water belandde. Naar de vrouw is de afgelopen tijd intensief gezocht, mede omdat ze suikerziekte had en zonder medicijnen van huis was gegaan. Even werd gedacht dat ze zich in Zuidhorn ophield.",2014-10-26,,
Anna Paulowna: Drie tieners omgekomen bij verkeersongeval,"Anna Paulowna: Drie tieners omgekomen bij verkeersongeval 
	  Op de kruising van de J.C. Geerligslaan met de Sportlaan in Anna Paulowna heeft in de nacht van vrijdag op zaterdag een ernstig eenzijdig verkeersongeval plaatsgevonden. Drie tieners zijn hierbij om het leven gekomen. Het gaat om twee jongens van zestien jaar en een jongen van vijftien jaar uit Anna Paulowna. Twee andere inzittenden van de auto, een meisje van zeventien uit Anna Paulowna en een 20-jarige man uit Oudesluis, raakten gewond, maar waren wel aanspreekbaar. Twee traumahelikopters kwamen ter plaatse. Reanimatie door omstanders en hulpverleners ter plaatse mocht voor de drie dodelijke slachtoffers niet meer baten. Hun verwondingen waren zo ernstig dat zij op de plaats van het ongeluk overleden. De vijf reden op de Sportlaan met hun auto tegen een lichtmast. Volgens de politie werden door de klap enkelen van hen uit het voertuig geslingerd. Het is nog niet duidelijk wie de auto bestuurde. Naar de toedracht van het ongeluk wordt nog onderzoek gedaan. Bij de gewonden is bloed afgenomen voor onderzoek. Jaap Nawijn, burgemeester van Hollands Kroon, spreekt van ""een verschrikkelijk ongeluk. Onze eerste aandacht en medeleven gaan nu uit naar de slachtoffers en de nabestaanden."" Voor de vele omstanders die na het ongeluk hulp verleenden, werd in de nabijgelegen sporthal Veerburg een opvanglocatie geregeld. Daar was de verslagenheid groot, zegt Pieter Boontjes, exploitant van de horeca in Veerburg. Hij werd midden in de nacht gebeld om hulpverleners, familieleden en ooggetuigen op te vangen, zo'n veertig mensen bij elkaar. ""Het gebeurde hier bijna recht voor de deur. De mensen waren in shock, wisten zich geen houding te geven. Sommigen hebben geholpen met reanimeren."" Noordhollands Dagblad schreef verder: Omgekomen tieners Anna Paulowna mogelijk betrokken bij 'straatrace' De slachtoffers van het tragische ongeluk in Anna Paulowna, waarbij drie tieners van 15 en 16 om het leven kwamen, waren mogelijk betrokken bij een straatrace. Dat melden verschillende getuigen aan deze krant. Seph (15 jaar), Roy (16 jaar) en Colin (16 jaar) zaten alle drie op de achterbank van de auto die zaterdagochtend, even na middernacht, over de kop sloeg. Door de klap werden ze uit de Peugeot 206 geslingerd. Verschillende getuigen melden dat de auto betrokken was bij een straatrace met een andere auto. Er zouden wel vaker straatraces plaatsvinden in het dorp. Een groepje jongens komt ook kijken bij de plaats van het ongeluk. Ze zaten in een andere auto die met hoge snelheid door de auto van de slachtoffers zou zijn ingehaald toen het ongeluk plaatsvond. De jongens die niet met hun naam genoemd willen worden, zeggen dat ze zelf op dat moment vijftig kilometer per uur reden en dat er geen straatrace gaande was. Wel is hun auto in beslag genomen door de politie. Een woordvoerster van de politie kan nog niet bevestigen dat er een straatrace gaande was. ""Dit is een van de zaken die wij onderzoeken. Er doen altijd veel verhalen de rondte."" Een buurtbewoonster werd wakker van een harde knal. Zij rende naar buiten. ""Wat ik zag, was niet te beschrijven. Een auto op zijn kop, schreeuwende mensen op straat."" Ze zag dat haar buurmeisje (17) zich nog in de auto bevond. Zij was gewond en werd naar het ziekenhuis gebracht, net als de 20-jarige bestuurder uit Oudesluis. De buurtbewoonster heeft samen met andere mensen uit de buurt geholpen met het reanimeren van de drie jongens, maar dat mocht niet baten. ""De moeder van een van de slachtoffers was er ook snel bij"", zegt ze. ""Het was hartverscheurend, zo verdrietig. Verschrikkelijk om mee te maken."" Zaterdagochtend loopt ze rond op de plek waar de auto tot stilstand is gekomen. Ze heeft er niet van kunnen slapen en wil zeker contact met Slachtofferhulp. Ze zoekt met anderen naar brokstukken van de auto. Een getuige zegt meteen ter plaatse te zijn geweest. Ze vond de jongens op straat. De politie was er nog niet. De ouders van een van de jongens waren aanwezig toen het ambulancepersoneel de reanimatie moest stopzetten. Een vriendin van de drie jongens noemt het een gezellige groep. Seph werkte in de plaatselijke pizzeria en vond het erg leuk om te koken. ""Seph was een hele lieve jongen, Colin was de grappenmaker van de groep, iedereen moest altijd om hem lachen. En Roy was gewoon Roy."" De vrienden willen later nog bloemen leggen op de plek van het ongeluk. Boosheid is er ook en dan vooral op de 20-jarige chauffeur. In ieder geval een van de jongens zat op het Regius College in Schagen. ""Het wordt een heel andere eerste schooldag dan we ons hadden durven wensen"", rector Anne Hoekstra. De school beraadt zich nog op de wijze waarop de school maandag weer van start gaat. https://images3.persgroep.net/rcs/NT33NfoTQzIvyCtKbdrN1HF_tIM/diocontent/131182301/_fitwidth/694/?appId=21791a8992982cd8da851550a453bd7f&quality=0.9		",2018-09-01,,
Plaats onbekend: PvdA-fractievoorzitter Booij (47) van Twenterand overleden na o,"
	  Tijdens een fietstocht in Friesland is de fractievoorzitter van de Partij van de Arbeid in Twenterand Sven Booij op 47-jarige leeftijd overleden. Booij was vanmiddag met zijn vrouw en dochter aan het fietsen toen hij onwel werd. Later bleek dat hij een hartaanval heeft gehad. ""Het komt als een grote schok, de gemeenteraad is ontzet"", zegt burgemeester Cornelis Visser, die het nieuws pas vanavond te horen kreeg van kennissen van de fractievoorzitter. ""Ik heb veel goede herinneringen aan hem."" Visser looft het werk dat Booij voor de gemeente deed: ""Hij was sociaal betrokken en bracht sociale onderwerpen in de raad ook op een deskundige wijze. Hij werd enorm gewaardeerd en zal erg gemist worden."" ",2016-05-14,,
Beek: Bejaarde fietser overlijdt na val,"Beek: Bejaarde fietser overlijdt na val 
	  Een bejaarde fietser is vrijdagmiddag overleden nadat hij in het Gelderse Beek ten val was gekomen. De 77-jarige man uit Beek raakte van de weg en belandde via een groenstrook op een lager gelegen deel van het fietspad. Hij liep hoofdletsel op. De man werd naar het ziekenhuis gebracht, waar hij overleed aan zijn verwondingen.		",2009-11-27,,
Vrouwenpolder: Jongen (19) omgekomen bij verkeersongeval,"
	  Bij een eenzijdig verkeersongeval op de Polredijk (N663) ter hoogte van Vrouwenpolder is zondagmorgen een 19-jarige automobilist uit Schouwen-Duiveland om het leven gekomen.  Een voorbijganger zag even voor drie uur een auto op zijn kop onder aan de dijk liggen. Gelijk werd groot alarm geslagen omdat het voertuig op zijn kop in het water lag. De brandweer van Veere en duikers uit Middelburg, Goes en Tholen rukten uit om hulp te verlenen.  Omdat er in eerste instantie sprake was van meerdere slachtoffers werden vier ambulances opgeroepen. Ook werd de traumahelikopter uit Nijmegen ingezet om medische assistentie te bieden.  Het was voor de brandweer een lastige klus om de inzittende uit zijn voertuig te bevrijden. Door de inzet van brandweerduikers lukte het de hulpdiensten uiteindelijk om het slachtoffer te bevrijden. Een bergingsbedrijf heeft de auto uit het water getakeld. De politie is daarna gelijk gestart met een technisch sporenonderzoek van het eenzijdige ongeval.  Het slachtoffer is door de hulpdiensten lange tijd gereanimeerd maar overleed ter plekke aan zijn verwondingen. Over de precieze toedracht van het ongeval is nog geen duidelijkheid.  De Polredijk was door het ongeval tot half vijf afgesloten voor al het verkeer.		",2009-02-01,,
Veenendaler omgekomen bij verkeersongeval N224,"Veenendaler omgekomen bij verkeersongeval N224 
	  Ede - Een 26-jarige motorrijder uit Veenendaal is donderdagochtend om het leven gekomen bij een verkeersongeval op de Rijksweg N224 tussen Ede en Veenendaal. Het slachtoffer reed rond zeven uur achterop een busje, bestuurd door een 34-jarige man uit Putten en is terplaatse aan zijn verwondingen bezweken.  Volgens getuigen reed de Veenendaler vanuit de richting De Klomp richting Ede en was bezig een andere auto inhalen. De Puttenaar, die daarvoor reed, was op dat moment naar links gedraaid om op de weg te keren, aldus getuigen. Beiden reden daarbij over een verdrijvingsvlak. De motorrijder botste vervolgens in de linkerflank van het busje en overleed ter plekke. Beide voertuigen hadden door de aanrijding zware schade opgelopen.",2006-05-11,,
A12 - Utrecht: Automobilist overlijdt bij vlucht voor politie,"
	  Op de A12 bij Utrecht is bij een crash vannacht iemand om het leven gekomen. De automobilist was op de vlucht voor de politie. De automobilist zou op de snelweg zijn opgevallen vanwege slingerend rijgedrag. Het gebeurde bij de afrit Kanaleneiland na een korte achtervolging. ""Na een achtervolging van enkele minuten over de A2 en de A12, waarbij tot 180 kilometer per uur werd gereden, ontstond het ongeluk"", aldus een woordvoerder van de politie. Daar tikte de bestuurder eerst nog een andere auto aan voordat hij zelf crashte. De ravage was groot: door de klap kwam het motorblok van de achtervolgde wagen in de berm terecht.  Volgens een omstander zijn twee inzittenden van de andere auto per ambulance naar het ziekenhuis gebracht, maar vielen hun verwondingen mee.  De politie meldde eerder vandaag dat de achtervolging bij Wilnis begon, maar kwam daar later op terug.  https://www.rtvutrecht.nl/data/image/d/2018/10/21/1779300_1024.jpg",2018-10-21,,
Putte - N289: Dodelijk verkeersongeval in Putte ,"
	  Gisteravond heeft op de Putseweg een dodelijk verkeersongeval plaats gevonden. Een 48-jarige vrouw uit Woensdrecht kwam daarbij om het leven.  Een taxibusje bestuurd door een 58-jarige man uit Rilland reed omstreeks 22.10 uur over de Putseweg, komende uit de richting van Ossendrecht, rijdende in de richting van Putte. Ter hoogte van een inrit sloeg hij links af om een klant af te zetten. Uit tegengestelde richting naderde de motorfietsster. Zij kon kennelijk een aanrijding niet meer vermijden en reed tegen de rechterzijde van de taxi. De chauffeur verklaarde dat hij de motorrijdster niet aan had zien komen. De hulpdiensten kwamen snel ter plaatse. Het slachtoffer overleed ter plaatse aan de gevolgen van het ongeval. Een verkeersongevallenanalist heeft een sporenonderzoek ingesteld.		",2008-10-14,,
Beekbergen - N786: Fietser (94) komt om na ongeval ,"
	  Een oudere fietser is donderdagmiddag om het leven gekomen na een aanrijding op de Loenenseweg in Beekbergen. Dat meldde de politie. De man fietste rond kort voor half vijf langs de Loenenseweg en stak onverwachts over. Een automobiliste kon de man niet meer ontwijken. Hulpdiensten, waaronder een traumahelikopter, kwamen ter plaatse. Ondanks de inzet overleed de man korte tijd later aan zijn verwondingen. Over de identiteit van de man is nog niets bekend. De dienst verkeersongevallenanalyse van de politie is een onderzoek gestart naar de toedacht van het ongeluk. De Loenenseweg is naar verwachting nog enige tijd afgesloten.		",2010-02-18,,
A30 - Scherpenzeel: Vrachtwagen rijdt man op vluchtstrook dood,"
	  Een man die maandagmiddag op vluchtstrook van de A30 de lading van zijn aanhangwagen vastzette is overleden toen hij werd gegrepen door een passerende vrachtwagen. Waarschijnlijk was het slachtoffer afkomstig uit Litouwen. Een 38-jarige vrachtwagenchauffeur uit het Duitse Rees is aangehouden als verdachte, meldt de politie. Het ongeluk vond rond 15.00 uur plaats. De politie doet verder onderzoek naar de toedracht van het ongeval. De weg van Ede richting Barneveld is ter hoogte van afrit Scherpenzeel afgezet. De politie is een onderzoek begonnen. Door het onderzoek blijft de A30 nog geruime tijd afgesloten, meldt de Verkeersinformatiedienst rond 17.45 uur. Verkeer richting Barneveld wordt omgeleid. Man uit Litouwen doodgereden op A30 De man die maandagavond op de vluchtstrook van de snelweg A30 (Ede - Barneveld) werd doodgereden, was een 58-jarige inwoner van Litouwen. Terwijl hij op de vluchtstrook bezig was om zeil van zijn aanhanger opnieuw vast te maken, reed een passerende 30-jarige vrachtwagenchauffeur uit het Duitse Rees hem aan. De Litouwer was op slag dood. De Duitse chauffeur is aangehouden, zo heeft de politie dinsdag laten weten. De A30 werd wegens het ongeval in de richting Scherpenzeel afgesloten. Aan de andere kant van de weg ontstond een kettingbotsing waarbij vier auto's betrokken waren, zodat ook dat snelwegdeel moest worden afgesloten. In de omgeving van de A30 stonden urenlang files. 		",2011-12-12,,
