Titel,Artikel,Datum,Confirmed_slachtoffers,Involved_vehicles
Aanrijding auto en fietser | Vlaardingen24,Op de kruising Dillenburgsingel - Stadhoudersweg heeft donderdagmorgen een aanrijding plaatsgevonden tussen een fietser en een auto  Een ambulance kwam met spoed ter plaatse en de mannelijker bestuurder van de fiets is in de ambulance nagekeken  Hij hoefde niet mee naar het ziekenhuis  De politie heeft met beide bestuurders een onderdak gezocht om droog de schadeformulieren te kunnen invullen,2019/01/17,0,"[2, 5]"
Snorfietser aangereden in Vlissingen,"Een bestuurster van een snorfiets is vanmorgen in Vlissingen ten val gekomen na een botsing met een personenauto 

De aanrijding vond rond 09 40 uur plaats op de Nieuwe Zuidbeekseweg  De vrouw op de snorfiets reed over het fietspad en werd hier vermoedelijk aangereden door de personenauto 

Er is een ambulance ter plaatse geweest die de bestuurster heeft onderzocht, maar deze raakte niet gewond",2019/01/17,0,"[3, 5]"
Vrouw gewond bij ongeval A2 Leende,"Bij de oprit van de A2 richting Eindhoven bij bij Leende heeft donderdag 17 januari een eenzijdig ongeval plaatsgevonden  Bij het ongeval is een personenauto van de weggeraakt en op zijn kant terecht gekomen  Meerdere ambulances, brandweer en politie zijn ter plaatse  Bij het ongeval is een vrouw gewond geraakt  De vrouw is per ambulance naar het ziekenhuis vervoerd",2019/01/17,0,[5]
Een persoon gewond bij ongeval N279 Veghel. ⋆ 112nieuwsonline,Op de Rijksweg in Veghel heeft vrijdagmiddag rond 12 15 uur een ongeval plaatsgevonden  Twee auto’s en een vrachtwagen kwamen met elkaar in botsing  De weg was tijdelijk afgesloten voor het verkeer om de hulpdiensten de ruimte geven  Er is een slachtoffer overgebracht naar het ziekenhuis  De rest van de bestuurders bleven ongedeerd  De auto’s zijn zodanig beschadigd dat deze afgesleept moeten worden,2019/01/18,0,[5]
Winterswijker (18) zwaargewond bij ernstig ongeluk in Duitsland,"Een 18-jarige jongeman uit Winterswijk is donderdag zwaargewond geraakt bij een ernstig ongeluk op de Winterswyker Strasse in Vreden, vlak over de grens bij zijn woonplaats  De Winterswijker reed in de richting van Nederland, toen hij in botsing kwam met de auto van een 48-jarige bestuurster uit Vreden 

Zij wilde vanaf een bedrijventerrein de weg opdraaien, maar had volgens de Duitse politie de 18-jarige Winterswijker in zijn auto niet gezien  De man is met zware verwondingen overgebracht naar een ziekenhuis in de buurt 

De vrouw was er ernstiger aan toe: zij moest door de brandweer uit het wrak worden bevrijd en bleek levensgevaarlijk gewond  Met een traumahelikopter is zij met spoed vervoerd naar het ziekenhuis in Enschede 

De Winterswyker Strasse was als gevolg van de afhandeling van het ongeluk enkele uren dicht in beide richtingen",2019/01/18,0,"[5, 5]"
Lange file door kettingbotsing op A1 bij Terschuur,"Een kettingbotsing tussen drie voertuigen op de A1 bij Terschuur heeft vanmiddag geleid tot een lange file 

Het ongeluk gebeurde rond 16 00 uur vlak voor de afrit naar de A30  Een van de auto's reed door de klap in op een lichtmast, die afbrak  Er vielen geen gewonden  Door het ongeluk stond er vanaf Amersfoort een lange file",2019/01/17,0,"[5, 5, 5]"
Bestuurder auto rijdt door na aanrijding met 9-jarig meisje,"Op de kruising van de Admiraal de Ruijterweg met de Jan van Galenstraat is vanochtend rond 8 30 uur een aanrijding geweest tussen een auto en een 9-jarig meisje dat daar liep  De bestuurder van het voertuig is na de aanrijding doorgereden 

De politie vermoedt dat het om een taxi gaat omdat de auto een blauw kenteken had  Of de bestuurder er bewust vandoor is gegaan kan de politie niet zeggen  Zij hebben het kenteken van de auto en zijn er nu naar op zoek  Het 9-jarige meisje is zwaargewond naar het ziekenhuis gebracht  

Vlak voor het ongeluk had de chauffeur ook al een aanrijding met een fietser op dezelfde plek  Deze fietser is daarbij niet gewond geraakt  Door de aanrijding moesten bus 18 en tram 19 tijdelijk omrijden",2019/01/17,0,"[6, 1]"
Vrouw in zorgwekkende toestand naar ziekenhuis na ongeluk Noordbeemster,"Een 32-jarige vrouw uit Heerhugowaard is gisteravond ""in zorgwekkende toestand"" naar het ziekenhuis gebracht na een ongeluk in Noordbeemster  Ze zat bewusteloos in een auto die ondersteboven in het water lag 

Gisteren rond 18 30 uur zag een voorbijganger de auto in het water liggen  Alleen de bodem van het voertuig was nog zichtbaar  

Omstanders hebben geprobeerd de vrouw uit de auto te halen, maar dat lukte niet  De brandweer kon haar wel bevrijden  Ze was buiten bewustzijn  Voor de zekerheid hebben duikers daarom de ringvaart doorzocht  Er zijn geen andere slachtoffers gevonden 

Over de kop geslagen
Vermoedelijk is de auto over de Westdijk in de richting van Schermerhorn gereden  De bestuurster is waarschijnlijk in een flauwe bocht in de berm beland  Bij het terugsturen is de auto over de rijbaan geschoten en aan de andere kant over de kop geslagen en in de Beemsterringvaart terechtgekomen, denkt de politie na onderzoek 

Hoe het met de vrouw gaat, is niet bekend",2019/01/18,0,[5]
Fietser gewond bij aanrijding in Bussum,"Een 33-jarige fietser is vanmiddag gewond geraakt toen hij in Bussum werd aangereden door een auto 

Het ongeluk gebeurde rond 14 15 uur op het kruispunt van de Nieuwstraat met de Cereslaan, bevestigt een woordvoerder van de politie Midden-Nederland 

Volgens de politie is het slachtoffer lichtgewond geraakt  De woordvoerder kan niet zeggen of hij naar het ziekenhuis is gebracht, al is op foto's te zien dat het slachtoffer op een brancard wordt gelegd  Een getuige laat weten dat het slachtoffer 'enige minuten op de grond heeft gelegen'  

De betrokken automobilist is voor zover bekend niet gewond geraakt",2019/01/17,0,"[2, 5]"
Auto op zijn kant na ongeval,"Bij een ongeval donderdagochtend is een auto op de zijkant terecht gekomen  Het ongeval gebeurde op de kruising van de Haagse Schouwweg met de N206 

Beiden bestuurders zijn nagekeken maar hoefde niet meer naar het ziekenhuis  Een bergingsbedrijf heeft de voertuigen geborgen",2019/01/17,0,"[5, 5]"
"Aanrijdingen op de Zuideruitweg in Wijdenes, Op de (A7) en de Hoornseweg te Wognum - 112WestFriesland.nl","Donderdagochtend 17 januari vond er een aanrijding plaats op de Zuideruitweg in Wijdenes  Rond 08 00 uur knalde een 36-jarige man uit Bovenkarspel met zijn auto op een stilstaande auto van een 67-jarige vrouw uit Wijdenes  Hulpdiensten kwamen ter plaatse maar niemand raakte gewond 

Aanrijdingen op de (A7)
Op de (A7) tussen Avenhorn en Middenbeemster ging het donderdagochtend maar liefst drie keer mis  Het ging hier om kop-staartbotsingen  Een 22-jarige vrouw uit Westzaan en een 48-jarige man uit Amsterdam waren rond 08 00 uur met elkaar in botsing gekomen op de (A7) rechts in de richting van Hoorn  De beide bestuurders konden te plaatse behandeld worden door de hulpdiensten 

Geen gewonden
Ook vonden er nog twee aanrijdingen plaats op de (A7) vanuit de richting Hoorn naar Amsterdam  Bij deze botsingen bleven het ook bij flink wat blikschade  Niemand hoefde hier ook naar het ziekenhuis  Door de drie aanrijdingen ontstond er veel vertraging op de (A7)  Diverse auto’s moesten weggesleept worden 

Kopstaart-botsing Wognum
Op de Hoornseweg in Wognum ontstond donderdagmiddag ook een kopstaart-botsing tussen twee auto’s  Dit verkeersongeluk gebeurde ter hoogte van verkeersschool van Vugt  Het bleef ook hier bij blikschade",2019/01/17,0,"[5, 5]"
Zes auto’s botsen op de A44 bij Abbenes,"Zes auto’s zijn donderdagochtend gebotst op de A44 bij Abbenes  Het ongeluk gebeurde op de rijstrook richting Amsterdam 

Het ongeluk zorgde voor veel vertraging, omdat het verkeer alleen de vluchtstrook kon gebruiken om te passeren  Inmiddels is de weg weer vrij 

Een persoon is nagekeken in de ambulance  Het is niet duidelijk of het slachtoffer naar het ziekenhuis moest",2019/01/17,0,"[5, 5, 5, 5, 5, 5]"
"Oma en kleinkind in buggy aangereden in Kaatsheuvel, gewond naar ziekenhuis","Bij een ongeluk op het Paulus Potterplein in Kaatsheuvel zijn donderdagochtend een oma en haar kleinkind gewond geraakt 

De oma stak met het kindje, dat in de buggy zat, de straat over en werd door een auto aangereden 

De hulpdiensten, waaronder twee ambulances en meerdere politiewagens, kwamen ter plaatse  Beide slachtoffers zijn met een ambulance naar het ziekenhuis gebracht 

De straat was enige tijd afgesloten  De politie onderzoekt de oorzaak van het ongeval",2019/01/17,0,"[1, 1, 5]"
Fietsster overlijdt na ernstig ongeval,"Een inwoonster van Groningen (29) is donderdag overleden na een ernstig verkeersongeval in haar woonplaats  De fietsster kwam op een rotonde aan de Vondellaan in botsing met een vrachtwagenchauffeur uit Hoogeveen  Het slachtoffer werd in kritieke toestand naar een ziekenhuis gebracht waar ze kort daarna overleed 

De politie onderzoekt wat er precies gebeurd is  Wel duidelijk is dat de vrachtwagenchauffeur via de rotonde afsloeg van de Van Iddekingeweg naar de Vondellaan  Op en nabij de rotonde is sporenonderzoek gedaan  Ook is een verklaring afgenomen van de vrachtwagenchauffeur  Vanwege het onderzoek komt de politie ook graag in contact met getuigen van het ongeval  Mensen die informatie hebben, worden verzocht contact op te nemen met de politie via 0900-8844",2019/01/17,1,"[2, 12]"
"A8 dicht bij knooppunt Zaandam na ongeval, traumaheli ingezet","Op de A8 vanuit Amsterdam richting Zaanstad is donderdag aan het einde van de ochtend een ongeval gebeurd  De weg is enige tijd geheel afgesloten geweest in deze richting 

Het ongeval vond plaats ter hoogte van knooppunt Zaandam  De weg richting Alkmaar en Beverwijk werd afgesloten 

Het betrof een eenzijdig ongeval  Een automobilist verloor de macht over het stuur, botste tegen de vangrail en schoot daarna de weg weer op 

Hulpdiensten, waaronder een traumehelikopter, zijn massaal ingezet  De automobilist is met spoed naar een ziekenhuis overgebracht  Een bergingsdienst heeft de auto weggehaald 

De weg is na de afhandeling van het ongeval slechts gedeeltelijk weer vrijgegeven; de linkerrijstrook blijft langer dicht omdat een stuk vangrail vervangen moet worden",2019/01/17,0,[5]
Botsing op de Vierwegen bij Kapelle,"Twee personenauto’s zijn vanmiddag bij Kapelle tegen elkaar gebotst  Er raakte niemand gewond 

Het ongeval vond rond 13 15 uur plaats op de Vierwegen ter hoogte van de Rijksweg (N289)  Beide voertuigen kwamen na de botsing beschadigd tot stilstand  Bij het ongeval raakte niemand gewond 

Bergingsbedrijf De Moor heeft beide voertuigen weggesleept",2019/01/17,0,[5]
Busje schiet door middenberm en botst tegen ander busje in Laag-Keppel,"Een busje is donderdagmiddag in Laag-Keppel over de middenberm van de Rijksweg geschoten en tegen een tegemoetkomend ander busje gebotst  Een persoon raakte lichtgewond door het ongeval 

De chauffeur van de bedrijfsbus die op de verkeerde weghelft terechtkwam verloor door onbekende oorzaak de macht over het stuur  Hij raakte daardoor de andere bus in de zijkant 

De bestuurder van die bus is door ambulancepersoneel ter plekke gecontroleerd en bleek lichte verwondingen te hebben door glas  

Beide bussen zijn weggesleept door een bergingsbedrijf",2019/01/17,0,"[8, 8]"
Vrouw verliest macht over stuur en rijdt tegen lantaarnpaal in Dongen,"Op de kruising van de Bolkensteeg en de Beljaartlaan in Dongen is een automobiliste de macht over het stuur verloren  Ze botste tegen een lantaarnpaal, waarna haar auto kantelde 

Dat gebeurde donderdag in de namiddag  Een omstander kon de vrouw uit haar auto halen  Een ambulance kwam ter plekke om haar na te kijken 

De bestuurder raakte niet ernstig gewond  

De politie heeft de weg afgesloten  Een takelbedrijf komt het voertuig bergen",2019/01/17,0,[5]
Fietsster gewond bij aanrijding op Dalweg in Soest,"Een fietsster is vanmiddag geschept door een auto op de Dalweg in Soest en gewond geraakt 

Het ongeluk gebeurde toen de auto afsloeg naar het Gaesbeekerhof  De fietsster raakte gewond aan haar gezicht en is per ambulance naar het ziekenhuis gebracht",2019/01/17,0,"[2, 5]"
Automobilist overleden na vlucht voor politie in Friesland,"Een vijftigjarige man is donderdagochtend overleden nadat hij in het Friese Nieuwehorne op de vlucht was geslagen voor de politie  Het is niet bekend waar de man door is omgekomen 

Agenten wilden ter plaatse hulp aan de man verlenen nadat de politie een melding kreeg over een acute hulpverleningssituatie, maar hij reed weg en verwondde daarbij een agent 

Volgens de politie ontstond daarna een situatie waardoor de agenten genoodzaakt waren om te schieten  De auto kwam tot stilstand tegen een pand  De man bleek gewond en hulp mocht niet meer baten 

Het is nog onduidelijk of de man is overleden omdat op de auto werd geschoten of dat hij al gewond was  De gewonde agent is met onbekend letsel naar het ziekenhuis gebracht 

De politie meldt dat er nog veel onduidelijkheden in deze zaak zijn en dat het schieten door de agenten wordt onderzocht door de rijksrecherche, wat gebruikelijk is bij een schietincident waarbij een agent betrokken is",2019/01/17,1,[5]
Fietser en scooterrijder gewond naar het ziekenhuis na ongeluk in Enschede,"Een fietser en scooterrijder zijn vanmiddag in Enschede gewond geraakt bij een aanrijding  De fietser is naar het ziekenhuis gebracht 

De twee botsten op de Getfertsingel tegen elkaar  De politie heeft de kruising van de Getfertsingel met de Broekheurnerweg afgezet en doet onderzoek",2019/01/17,0,"[2, 3]"
Gewonde na aanrijding tussen scooter en busje Oudelandselaan in Berkel en Rodenrijs - 112Lansingerland,"Donderdagmiddag 17 januari zijn de hulpdiensten omstreeks 15:50 uur gealarmeerd voor een aanrijding tussen een scooter en een busje op de Oudelandselaan in Berkel en Rodenrijs 

De aanrijding vond plaats op de Oudelandselaan ter hoogte van de Stationssingel  De scooter reed op het fietspad in de richting van de Klapwijkseweg  Een afslaande busje die de Thea Beckmansingel op wilde rijden zag de scooter te laat met een botsing als gevolg 

De ambulancedienst kwam met spoed ter plaatse en heeft de scooterrijdster behandeld aan haar verwondingen  Ook de bestuurster van het busje is voor de zekerheid nagekeken  De scooterrijdster is uiteindelijk voor verdere behandeling zonder spoed naar het ziekenhuis vervoerd  De politie heeft beide partijen bijgestaan bij het invullen van de schadeformulieren 

Beide voertuigen liepen forse schade op door het ongeval",2019/01/17,0,"[3, 8]"
"Bestuurder die uit moet wijken, ramt verkeerslicht","Een automobilist is gisteravond omstreeks 22 30 uur tegen een verkeerslicht gereden die op de Zuidweg stond in de omgeving van de Nelson Mandelabrug 

De bestuurder moest volgens de politie uitwijken omdat een ander voertuig opeens van rijstrook wisselde  De auto kwam hierdoor in de berm terecht, kon niet meer remmen en botste tegen het verkeerslicht aan  

Het slachtoffer is uiteindelijk naar het ziekenhuis vervoerd voor controle  De auto is total loss verklaard  Tegen de bestuurder van de andere auto wordt een proces verbaal opgemaakt  De politie is daarnaast ook op zoek naar getuigen  Die kunnen zich melden via 0900-8844 of anoniem via 0800-7000",2019/01/18,0,[5]
Omstanders redden vrouw uit het water nabij A12 Duiven,"Een auto is vanmiddag op de A12 bij Duiven te water geraakt  De bestuurster is hierbij met de schrik vrijgekomen, mede dankzij de omstanders die haar uit het water hebben gered 

Het ongeluk gebeurde rond 13 15 uur  De vrouw nam vanaf de A12 de afslag Westervoort en Duiven, maar raakte door een onbekende oorzaak van de weg  Hierdoor kwam zij met haar auto in een naastgelegen plas water terecht  Omstanders zagen dit gebeuren en wisten de vrouw op tijd uit het water te redden  Er is hierbij niemand gewond geraakt  Het ambulancepersoneel heeft de vrouw gecontroleerd en even laten opwarmen",2019/01/17,0,[5]
