Unnamed: 0,Titel,Artikel,Datum
3126,Bejaarde vrouw overlijdt na aanrijding | Binnenland | Telegraaf.nl,"Bejaarde vrouw overlijdt na aanrijding 24 mrt. 2014 in BINNENLAND Een 85-jarige vrouw uit Emmeloord is zondagochtend in haar woonplaats overleden nadat zij was geschept door een auto. De 31-jarige bestuurder uit Emmeloord zat dronken achter het stuur en kon de vrouw niet meer ontwijken. Hij is aangehouden, meldde de politie. Het ongeluk gebeurde rond elf uur 's ochtends op de Espelerweg ter hoogte van de Moerasandijviestraat. Het slachtoffer stak de weg over en werd aangereden. Ze raakte zwaar gewond en overleed in het ziekenhuis aan haar verwondingen. Agenten vermoedden dat er iets niet helemaal klopte toen ze de adem van de automobilist roken. Uit de blaastest bleek dat hij drie keer meer had gedronken dan is toegestaan. 24 mrt. 2014 in BINNENLAND",24/3/2014
3127,Vrouw omgekomen bij verkeersongeval A35 bij Enschede | Blik op nieuws,"Vrouw omgekomen bij verkeersongeval A35 bij Enschede Bij een ongeval op de A35 in Enschede is zondagavond 21 maart een 30-jarige inwoonster van Borne om het leven gekomen. Dit maakte de politie bekend. 
    Omstreeks 21.20 uur werd bij de politie gemeld dat er gezien was dat op de A35, tussen het viaduct onder de Usselerrondweg en de afslag Enschede-Zuid in Enschede, een auto  in de berm terecht was gekomen. 
Toen politiemensen ter plaatse kwamen troffen ze een auto liggend op de kop in de sloot naast de A35 aan. In de sloot, in de buurt van de auto, werd het lichaam van een vrouw gevonden. Toen de politiemensen haar uit het water haalden was zij vermoedelijk al overleden. Dit werd even later door ambulancepersoneel bevestigd. Uit onderzoek bleek het te gaan om een 30-jarige mevrouw uit Borne. 
Direct werd met behulp van de brandweer naar mogelijk meer slachtoffers gezocht. Dezen werden niet aangetroffen zodat ervan kon worden uitgegaan dat het dodelijke slachtoffer alleen in de auto heeft gezeten. 
De afdeling Verkeers Ongevallen Analyse van de Politie Twente doet onderzoek naar de mogelijke oorzaak van dit ongeval. Om dit onderzoek mogelijk te maken, is een deel van de A35 afgezet. 
De politie is op zoek naar getuigen van dit ongeval, mensen die mogelijk iets hebben gezien. Zij worden verzocht contact op te nemen met de afdeling Verkeersongevallen Analyse van de politie Twente via 0900-8844.  ",21/3/2010
3128,Fietser verongelukt in Rotterdam-Centrum - RTV Rijnmond,"

						Een fietser is vrijdag om het leven gekomen door een aanrijding met een auto in het centrum van Rotterdam. Het slachtoffer is 66 jaar oud en komt uit Rotterdam.

					 Het ongeluk gebeurde rond 18.15 uur op de kruising van de 's-Gravendijkwal en de Rochussenstraat, vlak bij het Erasmus MC. De bestuurder van de auto, een 44-jarige Rotterdammer, is aangehouden en verhoord. Hij is in de loop van de avond vrijgelaten. Na het ongeluk was de 's-Gravendijkwal enige tijd afgesloten in de richting van de Euromast en de Maastunnel. In de loop van de avond werd de weg vrijgegeven.",8/3/2013
3129,politielimburgnoord.nlÃ‚Â -&nbspThis website is for sale!Ã‚Â -&nbsppolitielimburgnoord Resources and Information.,"politielimburgnoord.nlÃ‚Â -&nbspThis website is for sale!Ã‚Â -&nbsppolitielimburgnoord Resources and Information. var dto = {""domainName"":""politielimburgnoord.nl"",""domainPrice"":-2,""domainCurrency"":"""",""adultFlag"":false,""pu"":""http:\/\/ww5.politielimburgnoord.nl"",""dnsh"":true,""dpsh"":false,""toSell"":true,""tid"":2012,""lt"":""oneclick"",""buybox"":true,""buyboxTopic"":true,""disclaimer"":true,""imprint"":false,""searchbox"":true,""noFollow"":false,""toSellUrl"":""http:\/\/213.132.196.245\/verkoopportal\/index.php?language_id=13&domain=politielimburgnoord.nl"",""toSellText"":"""",""searchboxPath"":""http:\/\/ww5.politielimburgnoord.nl\/parking.php"",""searchParams"":{""ses"":""Y3JlPTE1NTk4MzA2ODQmdGNpZD13dzUucG9saXRpZWxpbWJ1cmdub29yZC5ubDVjZjkyMDljMDNkMDIxLjY4NDc5NjM4JmZraT0wJnRhc2s9c2VhcmNoJmRvbWFpbj1wb2xpdGllbGltYnVyZ25vb3JkLm5sJmxhbmd1YWdlPW5sJmFfaWQ9MSZzZXNzaW9uPXZQY0JKNmlfNWRSQXhGSmp3eWFBJnRyYWNrcXVlcnk9MQ==""},""gts"":false,""imprintUrl"":"""",""cookieMessage"":false,""contentType"":5,""t"":""content"",""pus"":""ses=Y3JlPTE1NTk4MzA2ODQmdGNpZD13dzUucG9saXRpZWxpbWJ1cmdub29yZC5ubDVjZjkyMDljMDNkMDIxLjY4NDc5NjM4JmZraT0wJnRhc2s9c2VhcmNoJmRvbWFpbj1wb2xpdGllbGltYnVyZ25vb3JkLm5sJmxhbmd1YWdlPW5sJmFfaWQ9MyZzZXNzaW9uPXZQY0JKNmlfNWRSQXhGSmp3eWFB"",""postActionParameter"":{""feedback"":""\/search\/fb.php?ses="",""token"":{""checkNeedsReviewStatus"":""b1d6fa8a8ca12436015598306844f3a9d159013b0f"",""checkAdultStatus"":""b1d6fa8a8ca12436015598306844f3a9d159013b0f"",""checkBlockedStatus"":""b1d6fa8a8ca12436015598306844f3a9d159013b0f"",""logErrorCode"":""b1d6fa8a8ca12436015598306844f3a9d159013b0f""}},""gFeedSES"":{""default"":""NglBRFMJZWQ4MGNiZDE5MGRkZDBkN2QzY2E3NzI3MWQyNDFiNmEJMTIwNgkxMgkJMzEJCQkwCQkJMjA5NDU5MDAyCWMJMAkJcG9saXRpZWxpbWJ1cmdub29yZAkyMDEyCTEJMTAJOAkxNTU5ODMwNjg0CTAJTgkwCTAJMAkJCQkJCXd3NS5wb2xpdGllbGltYnVyZ25vb3JkLm5sNWNmOTIwOWMwM2QwMjEuNjg0Nzk2MzgJMAkJMQkwCTEyMTgJMTIzMzk3Nzk2CQkxNDYuNTAuMTQ5LjExOA%3D%3D"",""alternate"":""NglBRFMJZWQ4MGNiZDE5MGRkZDBkN2QzY2E3NzI3MWQyNDFiNmEJMTIwNgkxMgkJMzEJCQkwCQkJMjA5NDU5MDAyCWMJMAkJcG9saXRpZWxpbWJ1cmdub29yZAkyMDEyCTEJMTAJOAkxNTU5ODMwNjg0CTAJTgkwCTAJMAkJCQkJCXd3NS5wb2xpdGllbGltYnVyZ25vb3JkLm5sNWNmOTIwOWMwM2QwMjEuNjg0Nzk2MzgJMAkJMQkwCTEyMTgJMTIzMzk3Nzk2CQkxNDYuNTAuMTQ5LjExOA%3D%3D""},""visitorViewIdJsAds"":""NDU3MWZiOTFmMmU5ZDZmM2IzYmE2NjZiMTRkZTBiNWMJMQl3dzUucG9saXRpZWxpbWJ1cmdub29yZC5ubDVjZjkyMDljMDNkMDIxLjY4NDc5NjM4CXd3NS5wb2xpdGllbGltYnVyZ25vb3JkLm5sNWNmOTIwOWMwM2QyODQuNzYwNDU4MzAJMTU1OTgzMDY4NAkw"",""jsParameter"":{""request"":{""pubId"":""dp-sedo85_3ph"",""domainRegistrant"":""as-drid-2439427412437576"",""kw"":"""",""adtest"":""off"",""adsafe"":""low"",""noAds"":5,""uiOptimize"":""true"",""hl"":""nl"",""channel"":""exp-0051,auxa-control-1,405539""},""alternate_pubid"":""dp-sedo85_3ph""},""ads"":[],""adv"":1,""advt"":1,""rls"":""[]"",""numberRelatedLinks"":10,""waUrl"":""\/search\/portal.php?l=NglBRFMJZWQ4MGNiZDE5MGRkZDBkN2QzY2E3NzI3MWQyNDFiNmEJMTIwNgkxMgkJMzEJCQkwCQkJMjA5NDU5MDAyCWMJMAkJcG9saXRpZWxpbWJ1cmdub29yZAkyMDEyCTEJMTAJOAkxNTU5ODMwNjg0CTAJTgkwCTAJMAkJCQkJCXd3NS5wb2xpdGllbGltYnVyZ25vb3JkLm5sNWNmOTIwOWMwM2QwMjEuNjg0Nzk2MzgJMAkJMQkwCTEyMTgJMTIzMzk3Nzk2CQkxNDYuNTAuMTQ5LjExOA%3D%3D"",""ga"":true,""tsc"":true,""tscQs"":""200=MjA5NDU5MDAy&21=MTQ2LjUwLjE0OS4xMTg=&681=MTU1OTgzMDY4NDkzNGZjNWM0ZTdhYjU1YzcxZWMyNzYwZDVhNGQ0NTUx&crc=33da41121d8b56e503ba07a49acea0e83a2e1dd6&cv=1"",""rlSes"":""ses=Y3JlPTE1NTk4MzA2ODQmdGNpZD13dzUucG9saXRpZWxpbWJ1cmdub29yZC5ubDVjZjkyMDljMDNkMDIxLjY4NDc5NjM4JmZraT0wJnRhc2s9c2VhcmNoJmRvbWFpbj1wb2xpdGllbGltYnVyZ25vb3JkLm5sJmxhbmd1YWdlPW5sJmFfaWQ9MiZzZXNzaW9uPXZQY0JKNmlfNWRSQXhGSmp3eWFB"",""lang"":""nl"",""maid"":8,""sedoParkingUrl"":""https:\/\/www.sedo.com\/services\/parking.php3"",""dbg"":false,""signedLink"":""l"",""visitorViewId"":""v"",""clickTrack"":[],""i18n"":{""BUYBOX_BROKERAGE"":""This domain may be for sale by its owner!"",""BUYBOX_FULL"":""This domain is for sale"",""BUYBOX_INQUIRE"":""Inquire"",""BUYBOX_TEASER_NOPRICE"":""The domain <b>%{domainName}<\/b> may be for sale by its owner!"",""BUYBOX_TEASER_PRICE"":""The owner of <b>%{domainName}<\/b> is offering it for sale for an asking price of %{domainPrice}&nbsp;%{domainCurrency}!"",""BUYBOX_TOPIC"":""Buy this domain"",""FOOTER_DISCLAIMER"":""Disclaimer: Sedo maintains no relationship with third party advertisers. Reference to any specific service or trade mark is not controlled by Sedo nor does it constitute or imply its association, endorsement or recommendation."",""FOOTER_DOMAIN_APPRAISAL"":""Domain Appraisal"",""FOOTER_DOMAIN_AUCTION"":""Domain Auction"",""FOOTER_DOMAIN_BUY"":""Buy Domains"",""FOOTER_DOMAIN_ESCROW"":""Domain Transfer"",""FOOTER_DOMAIN_MAIN"":""Domain Name"",""FOOTER_DOMAIN_PARKING"":""Domain Parking"",""FOOTER_DOMAIN_SEARCH"":""Domain Names for Sale"",""FOOTER_DOMAIN_SELL"":""Sell Domains"",""FOOTER_DOMAIN_TOP"":""Premium Domains"",""FOOTER_REGISTRAR_INFO"":""Are you the owner of this domain and want to know why this page looks different than your other parked domains?"",""FOOTER_REGISTRAR_INFO_LINK"":""Please click here ..."",""FOOTER_REGISTRAR_INFO_TEASER"":""This parking page appears different because this domain has been parked at your registrar (eg, you have forwarded it to the correct Sedo URL or Sedo Name Servers), but the domain has not yet been entered into the Sedo database. To correct this, please log in to your Sedo account and list the domain in our database by clicking on the link -Add a Domain-"",""FOOTER_TEASER"":""This webpage was generated by the domain owner using <a href=\""%{sedoParkingUrl}\"">Sedo Domain Parking<\/a>."",""LANGUAGE"":""Language"",""POPULAR_CATEGORIES"":""Popular Categories"",""PRIVACY_POLICY"":""Privacy Policy"",""PRIVACY_POLICY_TXT"":""By using our site, you consent to this privacy policy: This website allows third-party advertising companies for the purpose of reporting website traffic, statistics, advertisements, \""click-throughs\"" and\/or other activities to use Cookies and \/or Web Beacons and other monitoring technologies to serve ads and to compile anonymous statistics about you when you visit this website. Cookies are small text files stored on your local internet browser cache.  A Web Beacon is an often-transparent graphic image, usually no larger than 1 pixel x 1 pixel that is placed on a Web site. Both are created for the main purpose of helping your browser process the special features of websites that use Cookies or Web Beacons. The gathered information about your visits to this and other websites are used by these third party companies in order to provide advertisements about goods and services of interest to you. The information do not include any personal data like your name, address, email address, or telephone number. If you would like more information about this practice and to know your choices about not having this information used by these companies, click <a href=\""\/\/www.networkadvertising.org\/managing\/opt_out.asp\"" target=\""_blank\"">here<\/a>."",""PRIVACY_POLICY_URL"":""\/\/sedoparking.com\/privacy-policy\/us\/index.html"",""REGISTRAR_FAQ_CLICKTEXT"":""Please click here..."",""REGISTRAR_FAQ_TEXT"":""Are you the owner of this domain and want to know why this page looks different than your other parked domains?"",""RELATEDLINKS_TOPIC"":""Related Searches"",""SEARCH"":""Search"",""SPONSORED_LINKS"":""Sponsored listings"",""TITLE"":""%{keywordString} Resources and Information."",""TITLE_TOSELL"":""This website is for sale!"",""TOSELL_TEASER"":""This domain may be for sale by its owner!"",""WEBSEARCH_TOPIC"":""Search"",""WELCOME_CATEGORY"":""%{domainName} is your first and best source for information about %{keywordString}. Here you will also find topics relating to issues of general interest. We hope you find what you are looking for!"",""WELCOME_NOCATEGORY"":""%{domainName} is your first and best source for all of the information you\u2019re looking for. From general topics to more of what you would expect to find here, %{domainName} has it all. We hope you find what you are searching for!"",""COOKIE_MESSAGE"":""Use of cookies<br> Cookies are used to optimally design and continuously improve this website. By continuing your visit on the website, you consent to the use of cookies. Find out more about our <a href=\""https:\/\/sedo.com\/us\/about-us\/parking-cookie-policy\/\"" target=\""_blank\"">cookies<\/a> and how we use them.""}};",?/?/????
3130,Man om het leven gekomen bij ernstig ongeluk Geldersedijk Hattem - RTV Oost,"

								Man om het leven gekomen bij ernstig ongeluk Geldersedijk Hattem

							 Het is niet duidelijk hoe het ongeluk kon gebeuren 

						Bij het ernstige ongeluk op de Geldersedijk bij Hattem is vanavond een man om het leven gekomen.Ãƒâ€š

					 Het ongeluk gebeurde even na half acht 's avonds. Volgens de politie kwam de man uit Hattem op de andere weghelft terecht en botste hij daar op tegemoetkomende auto's. De auto van het slachtofferÃ‚Â raakte frontaal een andere auto en ook een derde auto werd geraakt. De inzittenden van deze wagens bleven ongedeerd. Direct na het ongeluk werd de Geldersedijk afgesloten om hulpdiensten de ruimte te geven. Ook werd er een traumahelikopter opgeroepen.Ã‚Â  Het is niet bekend hoe het ongeluk kon gebeuren. De politie heeft een onderzoek ingesteld. Even na tien uur 's avonds is de weg weer vrijgegeven.Ã‚Â ",15/2/2016
3131,59-jarige man uit Eext overleden door ongeluk op N34 bij Odoorn - RTV Drenthe,"

						De automobilist die aan het eind van de middag is overleden door een ongeluk op de N34 in Exloo was een 59-jarige man uit Eext.

					 

						Hij botste even na vier uur 's middags op een tegemoetkomende vrachtwagen die werd bestuurd door een 31-jarige man uit Wapenveld. De politie onderzoekt nog hoe het ongeluk kon gebeuren. De weg was enkele uren afgezet en werd rond half negen 's avonds weer vrijgegeven.",2/6/2017
3132,"Motorrijder (67) omgekomen bij ernstig ongeluk in Drongelen | Waalwijk, Heusden e.o. | bd.nl","DRONGELEN - Een 67-jarige motorrijder uit Drongelen is zaterdagmiddag net voor 17.00 uur omgekomen bij een ongeluk op de Eindsestraat in zijn woonplaats. Waarschijnlijk werd de man onwel. Er waren geen andere weggebruikers betrokken bij het ongeluk. Uit een eerste onderzoek lijkt het erop dat de man de macht over het stuur verloor nadat hij onwel werd. Zijn motor is dwars door schrikdraad gereden en in een veld naast de weg terechtgekomen.Ã‚Â  Meerdere hulpdiensten kwamen ter plaatse, waaronder een traumahelikopter. Dat mocht niet meer baten.Ã‚Â  De motor na het ongeluk",09/12/18
3133,Dode motorrijder gevonden in sloot langs polderweggetje | RTV Utrecht," - Bij een ongeluk in Woerdense Verlaat is woensdag een motorrijder omgekomen. Een voorbijganger zag zijn motor in de berm liggen en de bestuurder zelf werd even later in het water gevonden. Hij was al overleden, zei een woordvoerster van de politie. Het ongeluk gebeurde langs de Milandweg, net over de provinciegrens en de grens met de gemeente Woerden. De oorzaak van het ongeluk is nog niet bekend.",22/3/2017
3134,Jonge automobilist (21) komt om bij ongeval A15 | Blik op nieuws,"Een 21-jarige automobilist uit Hardinxveld-Giessendam is vrijdag om het leven gekomen bij een ongeval. Dit heeft de politie vrijdag bekendgemaakt. 
    De melding van dit ongeval kwam vrijdagmorgen rond 05.45 uur. Een personenauto was vol op de achterkant van een vrachtwagen gebotst. Het voertuig raakte hierbij bekneld onder de trekker met oplegger. De bestuurder van de personenauto overleed vrijwel direct.  
Het ongeval gebeurde op de rijksweg A15 in de richting Gorinchem ter hoogte van de afslag bij Papendrecht. De politie sloot de rijksweg en de oprit vanaf de N3 naar de rijksweg af. Later bleef de afsluiting beperkt tot een rijstrook op de snelweg.  
De 39-jarige vrachtwagenchauffeur uit RoemeniÃƒÂ« verklaarde dat hij ongeveer tachtig kilometer per uur reed en plotseling een klap hoorde en voelde. De man dacht eerst dat hij een klapband had maar al snel werd duidelijk dat het om een ongeval ging.  ",6/1/2012
3135,Van der Vaart traint mee bij PEC Zwolle | Voetbal | Telegraaf.nl,"Van der Vaart traint mee bij PEC Zwolle onze Telesportredactie  29 jun. 2018 in VOETBAL Rafael van der Vaart gaat vanaf maandag bij PEC Zwolle trainen. De oud-international, 35 jaar, wil daar zijn conditie op peil brengen. Het contact tussen Van der Vaart en PEC Zwolle is tot stand gekomen door John van Ã¢â‚¬â„¢t Schip. De trainer en aanvallende middenvelder kennen elkaar vanuit hun periode bij Ajax en het Nederlands elftal. De aanvaller stond sinds 2016 onder contract bij het Deense Midtjylland, dat afgelopen seizoen Deens kampioen werd. Van der Vaart kwam echter maar in twee duels middels een korte invalbeurt in actie. De voormalig international zag zijn aflopende contract ook niet verlengd worden. Van der Vaart had al aangegeven dat hij nog graag een jaar wil voetballen, maar dat zijn voorkeur uitging naar een club in Denemarken. Zijn vriendin Estavana Polman verlengde haar contract bij handbalclub Esbjerg in Denemarken in januari 2018 met een jaar. Van der Vaart speelde 109 interlands. Hij speelde onder meer voor Ajax, Real Madrid, Tottenham Hotspur en voor het laatst bij het Deense FC Midtjylland. onze Telesportredactie ",29/6/2018
